Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Customer_Name;Segment;Country;City;State;Postal_Code;Region;Product_ID;Sales;Quantity;Discount;Profit;Person
CA-2016-100090;08/07/2016;12/07/2016;Standard Class;EB-13705;Ed Braxton         ;Corporate  ;United States;San Francisco;California  ;94122;West   ;FUR-TA-10003715;502,5;3;0,2;-87,9;Anna Andreadi 
CA-2016-100090;08/07/2016;12/07/2016;Standard Class;EB-13705;Ed Braxton         ;Corporate  ;United States;San Francisco;California  ;94122;West   ;OFF-BI-10001597;196,7;6;0,2;68,8;Anna Andreadi 
CA-2016-100860;26/03/2016;30/03/2016;Second Class  ;CS-12505;Cindy Stewart      ;Consumer   ;United States;Pomona       ;California  ;91767;West   ;OFF-LA-10001982;18,8;5;0;9;Anna Andreadi 
CA-2016-100867;19/10/2016;24/10/2016;Standard Class;EH-14125;Eugene Hildebrand  ;Home Office;United States;Lakewood     ;California  ;90712;West   ;TEC-PH-10004922;321,6;6;0,2;20,1;Anna Andreadi 
CA-2016-101462;20/04/2016;25/04/2016;Standard Class;BP-11230;Benjamin Patterson ;Consumer   ;United States;Los Angeles  ;California  ;90045;West   ;FUR-FU-10000409;59,9;4;0;27,6;Anna Andreadi 
CA-2016-101931;28/10/2016;31/10/2016;First Class   ;TS-21370;Todd Sumrall       ;Corporate  ;United States;Los Angeles  ;California  ;90049;West   ;OFF-BI-10004140;7,2;2;0,2;2,2;Anna Andreadi 
CA-2016-101931;28/10/2016;31/10/2016;First Class   ;TS-21370;Todd Sumrall       ;Corporate  ;United States;Los Angeles  ;California  ;90049;West   ;OFF-SU-10002301;6,3;2;0;0,1;Anna Andreadi 
CA-2016-101931;28/10/2016;31/10/2016;First Class   ;TS-21370;Todd Sumrall       ;Corporate  ;United States;Los Angeles  ;California  ;90049;West   ;OFF-SU-10000646;480,7;2;0;14,4;Anna Andreadi 
CA-2016-101931;28/10/2016;31/10/2016;First Class   ;TS-21370;Todd Sumrall       ;Corporate  ;United States;Los Angeles  ;California  ;90049;West   ;FUR-BO-10001337;617;6;0,1;-36,3;Anna Andreadi 
CA-2016-101931;28/10/2016;31/10/2016;First Class   ;TS-21370;Todd Sumrall       ;Corporate  ;United States;Los Angeles  ;California  ;90049;West   ;OFF-ST-10003442;141,4;5;0;38,2;Anna Andreadi 
CA-2016-102295;24/11/2016;26/11/2016;Second Class  ;EH-13990;Erica Hackney      ;Consumer   ;United States;Sacramento   ;California  ;95823;West   ;FUR-CH-10001714;120,7;1;0,2;-18,1;Anna Andreadi 
CA-2016-102330;29/12/2016;03/01/2017;Standard Class;AI-10855;Arianne Irving     ;Consumer   ;United States;Brentwood    ;California  ;94513;West   ;OFF-LA-10003923;88,8;6;0;44,4;Anna Andreadi 
CA-2016-102330;29/12/2016;03/01/2017;Standard Class;AI-10855;Arianne Irving     ;Consumer   ;United States;Brentwood    ;California  ;94513;West   ;TEC-PH-10001051;320;4;0,2;36;Anna Andreadi 
CA-2016-102652;06/04/2016;12/04/2016;Standard Class;AY-10555;Andy Yotov         ;Corporate  ;United States;Los Angeles  ;California  ;90049;West   ;FUR-FU-10000747;92;2;0;15,6;Anna Andreadi 
CA-2016-102652;06/04/2016;12/04/2016;Standard Class;AY-10555;Andy Yotov         ;Corporate  ;United States;Los Angeles  ;California  ;90049;West   ;FUR-FU-10001918;33,1;7;0;12,9;Anna Andreadi 
CA-2016-102652;06/04/2016;12/04/2016;Standard Class;AY-10555;Andy Yotov         ;Corporate  ;United States;Los Angeles  ;California  ;90049;West   ;OFF-PA-10003309;19,4;3;0;9,3;Anna Andreadi 
CA-2016-102652;06/04/2016;12/04/2016;Standard Class;AY-10555;Andy Yotov         ;Corporate  ;United States;Los Angeles  ;California  ;90049;West   ;OFF-PA-10001977;55,5;1;0;26,6;Anna Andreadi 
CA-2016-103310;10/05/2016;15/05/2016;Standard Class;GM-14680;Greg Matthias      ;Consumer   ;United States;San Jose     ;California  ;95123;West   ;OFF-PA-10004353;40;2;0;19,2;Anna Andreadi 
CA-2016-103310;10/05/2016;15/05/2016;Standard Class;GM-14680;Greg Matthias      ;Consumer   ;United States;San Jose     ;California  ;95123;West   ;TEC-PH-10001817;1432;5;0,2;125,3;Anna Andreadi 
CA-2016-103310;10/05/2016;15/05/2016;Standard Class;GM-14680;Greg Matthias      ;Consumer   ;United States;San Jose     ;California  ;95123;West   ;OFF-SU-10004737;41;6;0;11,1;Anna Andreadi 
CA-2016-103310;10/05/2016;15/05/2016;Standard Class;GM-14680;Greg Matthias      ;Consumer   ;United States;San Jose     ;California  ;95123;West   ;FUR-CH-10002320;256,8;1;0,2;32,1;Anna Andreadi 
CA-2016-103401;21/11/2016;26/11/2016;Standard Class;GR-14560;Georgia Rosenberg  ;Corporate  ;United States;San Francisco;California  ;94110;West   ;OFF-PA-10003309;13;2;0;6,2;Anna Andreadi 
CA-2016-104178;25/08/2016;29/08/2016;Standard Class;JM-15265;Janet Molinari     ;Corporate  ;United States;Los Angeles  ;California  ;90036;West   ;FUR-FU-10000771;6,3;1;0;2,6;Anna Andreadi 
CA-2016-104178;25/08/2016;29/08/2016;Standard Class;JM-15265;Janet Molinari     ;Corporate  ;United States;Los Angeles  ;California  ;90036;West   ;TEC-AC-10002399;95,1;5;0;30,4;Anna Andreadi 
CA-2016-104178;25/08/2016;29/08/2016;Standard Class;JM-15265;Janet Molinari     ;Corporate  ;United States;Los Angeles  ;California  ;90036;West   ;OFF-PA-10004983;25,9;4;0;12,4;Anna Andreadi 
CA-2016-104178;25/08/2016;29/08/2016;Standard Class;JM-15265;Janet Molinari     ;Corporate  ;United States;Los Angeles  ;California  ;90036;West   ;OFF-ST-10004258;48,8;4;0;13,2;Anna Andreadi 
CA-2016-104780;21/05/2016;25/05/2016;Standard Class;BT-11530;Bradley Talbott    ;Home Office;United States;San Diego    ;California  ;92037;West   ;OFF-AR-10003514;31,8;8;0;10,5;Anna Andreadi 
CA-2016-104808;04/02/2016;08/02/2016;Second Class  ;MH-17440;Mark Haberlin      ;Corporate  ;United States;Escondido    ;California  ;92025;West   ;OFF-BI-10003676;17,2;2;0,2;6;Anna Andreadi 
CA-2016-104976;09/12/2016;16/12/2016;Standard Class;CK-12760;Cyma Kinney        ;Corporate  ;United States;San Francisco;California  ;94122;West   ;OFF-PA-10003845;34,7;6;0;17;Anna Andreadi 
